employee_number,age,tenure,turnover,hourly_rate,hours_weekly,compensation_type,job_role_area,gender,marital_status,num_companies_previously_worked,annual_professonal_dev_hrs,pay_check_method,text_message_optin,annual_salary,driving_commuter_distance,commute_distance_category
5442,58,20,No,91.33,40,Salary,Information Technology,Female,Single,8,15.0,Mailed Check,Yes,289966.4,1.0,"(0.051, 95.9]"
5443,26,3,No,20.53,40,Salary,Human Resources,Male,Divorced,3,12.0,Direct Deposit,Yes,42702.4,11.0,"(0.051, 95.9]"
5444,50,12,Yes,80.86,40,Salary,Human Resources,Male,Single,7,18.0,Mailed Check,Yes,168288.8,42.0,"(0.051, 95.9]"
5445,45,13,No,50.26,40,Salary,Human Resources,Male,Married,5,20.0,Mailed Check,Yes,104540.8,7.0,"(0.051, 95.9]"
5446,59,15,No,84.57,40,Salary,Healthcare,Prefer Not to Answer,Married,7,5.0,Mailed Check,Yes,175905.6,6.0,"(0.051, 95.9]"
5447,42,4,Yes,81.61,40,Salary,Research,Female,Single,6,25.0,Mailed Check,Yes,169748.8,52.0,"(0.051, 95.9]"
5448,32,6,Yes,29.93,40,Salary,Sales,Male,Divorced,2,15.0,Direct Deposit,Yes,62254.4,40.0,"(0.051, 95.9]"
5449,43,5,No,39.96,40,Salary,Healthcare,Female,Divorced,4,22.0,Direct Deposit,Yes,83116.8,96.0,"(95.9, 190.8]"
5450,61,19,No,67.35,40,Salary,Manufacturing,Male,Single,4,10.0,Direct Deposit,Yes,140088.0,16.0,"(0.051, 95.9]"
5451,51,19,No,77.06,40,Salary,Research,Female,Divorced,2,5.0,Mailed Check,Yes,160284.8,69.0,"(0.051, 95.9]"
5452,43,2,Yes,55.15,40,Salary,Marketing,Male,Divorced,8,15.0,Direct Deposit,Yes,114712.0,73.0,"(0.051, 95.9]"
5453,59,16,Yes,33.06,40,Salary,Manufacturing,Male,Single,2,15.0,Mailed Check,Yes,68764.8,57.0,"(0.051, 95.9]"
5454,50,19,Yes,76.45,40,Salary,Sales,Male,Divorced,4,15.0,Mailed Check,Yes,159016.0,3.0,"(0.051, 95.9]"
5455,30,8,Yes,23.58,40,Salary,Healthcare,Male,Divorced,2,25.0,Mailed Check,Yes,49046.4,62.0,"(0.051, 95.9]"
5456,47,15,Yes,69.68,40,Salary,Research,Female,Divorced,2,5.0,Mailed Check,Yes,144934.4,80.0,"(0.051, 95.9]"
5457,35,4,No,22.73,40,Salary,Healthcare,Male,Divorced,4,21.0,Mailed Check,Yes,47278.4,32.0,"(0.051, 95.9]"
5458,61,16,Yes,39.17,40,Salary,Human Resources,Male,Single,6,19.0,Mailed Check,Yes,81473.6,28.0,"(0.051, 95.9]"
5459,37,3,No,71.32,40,Salary,Manufacturing,Female,Single,3,18.0,Mailed Check,Yes,148345.6,33.0,"(0.051, 95.9]"
5460,37,6,No,32.4,40,Salary,Marketing,Male,Married,3,9.0,Mailed Check,Yes,67392.0,94.0,"(0.051, 95.9]"
5461,36,3,No,50.55,40,Salary,Research,Female,Married,2,6.0,Mailed Check,Yes,105144.0,1.0,"(0.051, 95.9]"
5462,48,7,No,40.6,40,Salary,Information Technology,Male,Divorced,4,8.0,Mailed Check,Yes,84448.0,42.0,"(0.051, 95.9]"
5463,29,7,Yes,23.87,40,Salary,Sales,Male,Divorced,2,20.0,Mailed Check,Yes,49649.6,91.0,"(0.051, 95.9]"
5464,36,6,Yes,58.27,40,Salary,Information Technology,Male,Single,5,24.0,Mailed Check,Yes,121201.6,89.0,"(0.051, 95.9]"
5465,51,6,Yes,37.95,40,Salary,Laboratory,Female,Divorced,2,15.0,Direct Deposit,Yes,78936.0,67.0,"(0.051, 95.9]"
5466,50,17,No,67.66,40,Salary,Human Resources,Female,Divorced,6,7.0,Mailed Check,Yes,140732.8,92.0,"(0.051, 95.9]"
5467,40,9,Yes,82.27,40,Salary,Marketing,Female,Divorced,5,18.0,Mailed Check,Yes,171121.6,61.0,"(0.051, 95.9]"
5468,44,20,No,34.56,40,Salary,Research,Female,Divorced,1,14.0,Mailed Check,Yes,72884.8,36.0,"(0.051, 95.9]"
5469,48,18,No,90.91,40,Salary,Human Resources,Female,Divorced,5,13.0,Direct Deposit,Yes,289092.8,89.0,"(0.051, 95.9]"
5470,56,12,Yes,34.86,40,Salary,Marketing,Female,Married,3,22.0,Mailed Check,Yes,72508.8,28.0,"(0.051, 95.9]"
5471,58,18,No,55.89,40,Salary,Healthcare,Female,Single,6,15.0,Direct Deposit,Yes,116251.2,24.0,"(0.051, 95.9]"
5472,30,1,Yes,30.89,40,Salary,Healthcare,Male,Single,1,16.0,Mailed Check,Yes,64251.2,33.0,"(0.051, 95.9]"
5473,52,8,Yes,74.37,40,Salary,Marketing,Female,Divorced,2,12.0,Mailed Check,Yes,154689.6,70.0,"(0.051, 95.9]"
5474,39,9,Yes,29.85,40,Salary,Healthcare,Female,Divorced,3,15.0,Mailed Check,Yes,62088.0,94.0,"(0.051, 95.9]"
5475,45,15,No,63.83,40,Salary,Sales,Male,Single,5,6.0,Mailed Check,Yes,132766.4,42.0,"(0.051, 95.9]"
5476,43,1,No,31.26,40,Salary,Sales,Male,Divorced,7,24.0,Mailed Check,Yes,65020.8,73.0,"(0.051, 95.9]"
5477,54,20,No,77.89,40,Salary,Research,Female,Married,5,11.0,Mailed Check,Yes,162011.2,63.0,"(0.051, 95.9]"
5478,45,15,No,67.71,40,Salary,Healthcare,Female,Married,4,19.0,Mailed Check,Yes,140836.8,95.0,"(0.051, 95.9]"
5479,53,9,Yes,70.61,40,Salary,Marketing,Male,Married,4,8.0,Mailed Check,Yes,146868.8,70.0,"(0.051, 95.9]"
5480,39,7,Yes,38.48,40,Salary,Manufacturing,Female,Divorced,4,17.0,Mailed Check,Yes,80038.4,39.0,"(0.051, 95.9]"
5481,58,13,Yes,54.7,40,Salary,Healthcare,Male,Single,4,15.0,Mailed Check,Yes,113776.0,64.0,"(0.051, 95.9]"
5482,40,6,No,94.82,40,Salary,Sales,Male,Married,7,24.0,Direct Deposit,Yes,337225.6,68.0,"(0.051, 95.9]"
5483,33,8,Yes,30.28,40,Salary,Sales,Female,Divorced,1,19.0,Mailed Check,Yes,62774.4,7.0,"(0.051, 95.9]"
5484,54,6,No,57.91,40,Salary,Healthcare,Male,Married,8,8.0,Direct Deposit,Yes,120452.8,82.0,"(0.051, 95.9]"
5485,45,9,Yes,90.25,40,Salary,Healthcare,Female,Married,4,21.0,Direct Deposit,Yes,287720.0,75.0,"(0.051, 95.9]"
5486,54,14,No,34.16,40,Salary,Manufacturing,Female,Divorced,4,23.0,Mailed Check,Yes,71052.8,42.0,"(0.051, 95.9]"
5487,38,3,No,70.98,40,Salary,Laboratory,Female,Divorced,6,5.0,Mailed Check,Yes,147638.4,42.0,"(0.051, 95.9]"
5488,51,8,Yes,41.36,40,Salary,Sales,Male,Single,2,15.0,Mailed Check,Yes,86028.8,31.0,"(0.051, 95.9]"
5489,48,20,No,79.95,40,Salary,Manufacturing,Female,Single,1,7.0,Mailed Check,Yes,166296.0,35.0,"(0.051, 95.9]"
5490,38,7,No,47.31,40,Salary,Marketing,Male,Single,6,14.0,Direct Deposit,Yes,98404.8,29.0,"(0.051, 95.9]"
5491,23,1,Yes,21.65,40,Salary,Healthcare,Female,Single,3,11.0,Mailed Check,Yes,45032.0,72.0,"(0.051, 95.9]"
5492,53,17,No,71.92,40,Salary,Laboratory,Female,Divorced,4,18.0,Mailed Check,Yes,149593.6,76.0,"(0.051, 95.9]"
5493,57,8,Yes,36.84,40,Salary,Sales,Female,Single,4,15.0,Mailed Check,Yes,76627.2,11.0,"(0.051, 95.9]"
5494,61,13,No,39.04,40,Salary,Sales,Female,Married,1,10.0,Mailed Check,Yes,81203.2,45.0,"(0.051, 95.9]"
5495,36,1,No,61.97,40,Salary,Sales,Male,Married,6,15.0,Mailed Check,Yes,128897.6,78.0,"(0.051, 95.9]"
5496,42,3,Yes,96.34,40,Salary,Healthcare,Female,Married,8,21.0,Direct Deposit,Yes,200387.2,29.0,"(0.051, 95.9]"
5497,54,11,No,32.11,40,Salary,Sales,Male,Married,1,6.0,Mailed Check,Yes,66788.8,62.0,"(0.051, 95.9]"
5498,49,8,No,86.75,40,Salary,Research,Female,Single,6,18.0,Mailed Check,Yes,280440.0,6.0,"(0.051, 95.9]"
5499,29,6,Yes,24.75,40,Salary,Marketing,Female,Single,2,18.0,Mailed Check,Yes,51480.0,77.0,"(0.051, 95.9]"
5500,37,6,No,28.49,40,Salary,Information Technology,Male,Divorced,2,19.0,Mailed Check,Yes,59259.2,68.0,"(0.051, 95.9]"
5501,51,10,Yes,56.8,40,Salary,Sales,Male,Married,3,15.0,Mailed Check,Yes,128144.0,29.0,"(0.051, 95.9]"
5502,32,8,Yes,30.07,40,Salary,Laboratory,Male,Divorced,1,17.0,Mailed Check,Yes,62545.6,61.0,"(0.051, 95.9]"
5503,40,1,No,35.24,40,Salary,Laboratory,Female,Married,9,24.0,Direct Deposit,Yes,73299.2,49.0,"(0.051, 95.9]"
5504,36,6,No,35.27,40,Salary,Marketing,Female,Divorced,5,11.0,Mailed Check,Yes,73361.6,44.0,"(0.051, 95.9]"
5505,44,16,Yes,83.61,40,Salary,Sales,Female,Married,6,11.0,Direct Deposit,Yes,173908.8,98.0,"(95.9, 190.8]"
5506,48,17,No,75.29,40,Salary,Marketing,Female,Single,7,15.0,Mailed Check,Yes,156603.2,64.0,"(0.051, 95.9]"
5507,23,1,No,21.78,40,Salary,Research,Male,Single,1,14.0,Direct Deposit,Yes,4302.4,83.0,"(0.051, 95.9]"
5508,40,10,Yes,31.34,40,Salary,Research,Male,Divorced,6,10.0,Mailed Check,Yes,65287.2,28.0,"(0.051, 95.9]"
5509,50,19,Yes,65.8,40,Salary,Sales,Female,Single,1,13.0,Mailed Check,Yes,136864.0,5.0,"(0.051, 95.9]"
5510,31,1,No,26.42,40,Salary,Healthcare,Female,Divorced,2,15.0,Mailed Check,Yes,54953.6,32.0,"(0.051, 95.9]"
5511,57,20,No,61.01,40,Salary,Research,Female,Single,2,25.0,Mailed Check,Yes,126900.8,42.0,"(0.051, 95.9]"
5512,27,2,No,21.48,40,Salary,Research,Female,Married,1,16.0,Direct Deposit,Yes,44678.4,71.0,"(0.051, 95.9]"
5513,49,6,Yes,52.1,40,Salary,Human Resources,Male,Married,5,9.0,Mailed Check,Yes,108368.0,42.0,"(0.051, 95.9]"
5514,59,15,No,43.15,40,Salary,Laboratory,Female,Divorced,7,7.0,Mailed Check,Yes,89752.0,50.0,"(0.051, 95.9]"
5515,48,5,No,64.33,40,Salary,Laboratory,Female,Single,9,21.0,Mailed Check,Yes,133515.2,21.0,"(0.051, 95.9]"
5516,37,8,Yes,85.98,40,Salary,Sales,Female,Single,6,14.0,Direct Deposit,Yes,178838.4,42.0,"(0.051, 95.9]"
5517,52,19,Yes,57.35,40,Salary,Healthcare,Male,Divorced,4,15.0,Mailed Check,Yes,133288.0,25.0,"(0.051, 95.9]"
5518,26,3,No,22.17,40,Salary,Marketing,Male,Divorced,2,19.0,Mailed Check,Yes,46113.6,1.0,"(0.051, 95.9]"
5519,56,5,No,38.32,40,Salary,Sales,Female,Married,7,15.0,Direct Deposit,Yes,79705.6,77.0,"(0.051, 95.9]"
5520,43,7,Yes,35.69,40,Salary,Human Resources,Male,Divorced,4,15.0,Mailed Check,Yes,74235.2,71.0,"(0.051, 95.9]"
5521,38,3,Yes,77.07,40,Salary,Sales,Prefer Not to Answer,Single,2,13.0,Mailed Check,Yes,160305.6,95.0,"(0.051, 95.9]"
5522,30,1,No,27.11,40,Salary,Sales,Male,Divorced,1,13.0,Mailed Check,Yes,56388.8,47.0,"(0.051, 95.9]"
5523,21,1,No,20.62,40,Salary,Human Resources,Female,Married,1,21.0,Mailed Check,Yes,42889.6,42.0,"(0.051, 95.9]"
5524,32,10,Yes,25.14,40,Salary,Manufacturing,Male,Divorced,1,25.0,Mailed Check,Yes,52291.2,80.0,"(0.051, 95.9]"
5525,25,3,No,21.69,40,Salary,Manufacturing,Female,Single,1,15.0,Mailed Check,Yes,45115.2,4.0,"(0.051, 95.9]"
5526,31,4,Yes,27.12,40,Salary,Marketing,Female,Married,3,8.0,Mailed Check,Yes,56409.6,57.0,"(0.051, 95.9]"
5527,40,6,No,29.43,40,Salary,Sales,Female,Divorced,9,17.0,Mailed Check,Yes,61214.4,22.0,"(0.051, 95.9]"
5528,46,19,No,70.75,40,Salary,Information Technology,Female,Married,8,12.0,Mailed Check,Yes,147160.0,84.0,"(0.051, 95.9]"
5529,42,2,No,47.63,40,Salary,Information Technology,Female,Married,3,19.0,Mailed Check,Yes,99070.4,20.0,"(0.051, 95.9]"
5530,41,6,No,77.71,40,Salary,Healthcare,Female,Married,4,19.0,Direct Deposit,Yes,161636.8,70.0,"(0.051, 95.9]"
5531,43,7,No,48.74,40,Salary,Research,Male,Married,1,24.0,Mailed Check,Yes,101379.2,42.0,"(0.051, 95.9]"
5532,54,9,Yes,45.73,40,Salary,Information Technology,Male,Single,1,23.0,Mailed Check,Yes,95128.4,35.0,"(0.051, 95.9]"
5533,42,5,Yes,69.14,40,Salary,Marketing,Male,Divorced,2,13.0,Mailed Check,Yes,143811.2,8.0,"(0.051, 95.9]"
5534,58,17,No,40.13,40,Salary,Healthcare,Male,Single,9,15.0,Mailed Check,Yes,83470.4,42.0,"(0.051, 95.9]"
5535,45,14,No,51.08,40,Salary,Sales,Male,Married,5,15.0,Direct Deposit,Yes,106246.4,88.0,"(0.051, 95.9]"
5536,45,16,Yes,38.58,40,Salary,Research,Male,Single,1,15.0,Mailed Check,Yes,80246.4,42.0,"(0.051, 95.9]"
5537,59,16,No,66.87,40,Salary,Manufacturing,Female,Divorced,7,13.0,Direct Deposit,Yes,139089.6,74.0,"(0.051, 95.9]"
5538,53,14,Yes,94.86,40,Salary,Sales,Female,Divorced,7,24.0,Mailed Check,Yes,337308.8,32.0,"(0.051, 95.9]"
5539,53,18,No,63.22,40,Salary,Marketing,Female,Single,4,20.0,Mailed Check,Yes,131497.6,41.0,"(0.051, 95.9]"
5540,61,19,No,78.51,40,Salary,Research,Male,Divorced,9,15.0,Mailed Check,Yes,163300.8,60.0,"(0.051, 95.9]"
5541,54,17,Yes,90.64,40,Salary,Human Resources,Male,Married,4,6.0,Mailed Check,Yes,288531.2,23.0,"(0.051, 95.9]"
5542,57,18,No,78.38,40,Salary,Manufacturing,Prefer Not to Answer,Married,1,20.0,Direct Deposit,Yes,163030.4,37.0,"(0.051, 95.9]"
5543,36,9,Yes,72.62,40,Salary,Manufacturing,Male,Married,5,11.0,Mailed Check,Yes,151049.6,30.0,"(0.051, 95.9]"
5544,54,7,Yes,63.86,40,Salary,Sales,Female,Divorced,8,22.0,Mailed Check,Yes,132828.8,42.0,"(0.051, 95.9]"
5545,29,2,No,25.49,40,Salary,Sales,Male,Single,3,15.0,Mailed Check,Yes,53033.2,11.0,"(0.051, 95.9]"
5546,37,2,Yes,27.88,40,Salary,Marketing,Male,Married,3,23.0,Mailed Check,Yes,57990.4,70.0,"(0.051, 95.9]"
5547,49,20,No,60.52,40,Salary,Human Resources,Male,Married,3,21.0,Mailed Check,Yes,125881.6,75.0,"(0.051, 95.9]"
5548,52,15,No,31.34,40,Salary,Research,Female,Divorced,1,6.0,Mailed Check,Yes,65287.2,47.0,"(0.051, 95.9]"
5549,41,10,No,70.0,40,Salary,Sales,Male,Divorced,4,9.0,Mailed Check,Yes,145600.0,42.0,"(0.051, 95.9]"
5550,23,1,Yes,22.17,40,Salary,Marketing,Male,Married,3,19.0,Mailed Check,Yes,46113.6,42.0,"(0.051, 95.9]"
5551,39,6,Yes,67.38,40,Salary,Human Resources,Female,Married,5,7.0,Mailed Check,Yes,140150.4,37.0,"(0.051, 95.9]"
5552,39,9,No,33.07,40,Salary,Information Technology,Female,Single,9,6.0,Mailed Check,Yes,68785.6,43.0,"(0.051, 95.9]"
5553,47,8,No,87.15,40,Salary,Research,Male,Divorced,2,8.0,Mailed Check,Yes,281272.0,25.0,"(0.051, 95.9]"
5554,41,9,Yes,74.72,40,Salary,Sales,Female,Divorced,2,15.0,Mailed Check,Yes,155417.6,8.0,"(0.051, 95.9]"
5555,59,16,Yes,40.95,40,Salary,Laboratory,Female,Married,6,20.0,Mailed Check,Yes,85176.0,63.0,"(0.051, 95.9]"
5556,59,16,No,53.14,40,Salary,Sales,Female,Divorced,4,19.0,Mailed Check,Yes,110531.2,76.0,"(0.051, 95.9]"
5557,48,9,No,39.68,40,Salary,Manufacturing,Female,Divorced,8,8.0,Mailed Check,Yes,82534.4,12.0,"(0.051, 95.9]"
5558,39,6,No,27.83,40,Salary,Human Resources,Male,Married,8,19.0,Mailed Check,Yes,57886.4,88.0,"(0.051, 95.9]"
5559,21,1,Yes,21.28,40,Salary,Sales,Male,Married,2,25.0,Mailed Check,Yes,44262.4,42.0,"(0.051, 95.9]"
5560,56,15,No,33.72,40,Salary,Sales,Female,Married,2,15.0,Mailed Check,Yes,41017.6,78.0,"(0.051, 95.9]"
5561,57,6,Yes,74.02,40,Salary,Sales,Female,Divorced,3,15.0,Mailed Check,Yes,153961.6,31.0,"(0.051, 95.9]"
5562,53,5,No,54.59,40,Salary,Human Resources,Male,Divorced,6,15.0,Mailed Check,Yes,113547.2,43.0,"(0.051, 95.9]"
5563,40,1,Yes,34.34,40,Salary,Research,Female,Married,4,8.0,Direct Deposit,Yes,71427.2,83.0,"(0.051, 95.9]"
5564,54,18,No,84.28,40,Salary,Sales,Female,Divorced,7,14.0,Mailed Check,Yes,175094.4,97.0,"(95.9, 190.8]"
5565,44,9,No,56.77,40,Salary,Marketing,Male,Divorced,5,13.0,Mailed Check,Yes,128081.6,28.0,"(0.051, 95.9]"
5566,42,5,Yes,34.84,40,Salary,Laboratory,Male,Married,5,11.0,Mailed Check,Yes,72467.2,53.0,"(0.051, 95.9]"
5567,60,15,No,43.47,40,Salary,Manufacturing,Male,Married,2,11.0,Mailed Check,Yes,90417.6,3.0,"(0.051, 95.9]"
5568,39,7,No,47.76,40,Salary,Healthcare,Female,Divorced,2,5.0,Mailed Check,Yes,99340.8,60.0,"(0.051, 95.9]"
5569,31,7,Yes,31.15,40,Salary,Manufacturing,Female,Divorced,3,10.0,Mailed Check,Yes,64792.0,42.0,"(0.051, 95.9]"
5570,44,19,No,90.0,40,Salary,Sales,Female,Single,4,11.0,Mailed Check,Yes,287200.0,30.0,"(0.051, 95.9]"
5571,51,16,Yes,93.32,40,Salary,Manufacturing,Female,Divorced,2,21.0,Direct Deposit,Yes,334105.6,31.0,"(0.051, 95.9]"
5572,33,10,Yes,29.69,40,Salary,Research,Male,Divorced,6,22.0,Mailed Check,Yes,61755.2,1.0,"(0.051, 95.9]"
5573,40,4,No,88.92,40,Salary,Research,Male,Divorced,7,15.0,Mailed Check,Yes,284953.6,87.0,"(0.051, 95.9]"
5574,53,18,No,92.56,40,Salary,Manufacturing,Female,Single,3,13.0,Direct Deposit,Yes,332524.8,63.0,"(0.051, 95.9]"
5575,44,10,No,51.02,40,Salary,Research,Male,Divorced,6,22.0,Mailed Check,Yes,106121.6,63.0,"(0.051, 95.9]"
5576,45,10,No,50.57,40,Salary,Marketing,Male,Married,9,9.0,Mailed Check,Yes,105285.6,12.0,"(0.051, 95.9]"
5577,59,12,No,85.08,40,Salary,Manufacturing,Female,Married,4,9.0,Mailed Check,Yes,176966.4,42.0,"(0.051, 95.9]"
5578,42,2,Yes,84.8,40,Salary,Healthcare,Female,Divorced,2,8.0,Mailed Check,Yes,176384.0,6.0,"(0.051, 95.9]"
5579,35,10,No,27.0,40,Salary,Human Resources,Male,Single,5,23.0,Mailed Check,Yes,56160.0,74.0,"(0.051, 95.9]"
5580,50,18,No,68.71,40,Salary,Information Technology,Male,Single,3,13.0,Mailed Check,Yes,142916.8,42.0,"(0.051, 95.9]"
5581,47,7,No,79.59,40,Salary,Sales,Male,Married,4,16.0,Mailed Check,Yes,165547.2,26.0,"(0.051, 95.9]"
5582,47,5,No,92.96,40,Salary,Marketing,Prefer Not to Answer,Divorced,7,8.0,Mailed Check,Yes,333356.8,25.0,"(0.051, 95.9]"
5583,33,9,No,29.94,40,Salary,Research,Female,Single,2,10.0,Direct Deposit,Yes,62275.2,96.0,"(95.9, 190.8]"
5584,39,3,No,30.08,40,Salary,Manufacturing,Male,Divorced,2,11.0,Mailed Check,Yes,62566.4,38.0,"(0.051, 95.9]"
5585,46,8,Yes,76.25,40,Salary,Laboratory,Female,Divorced,4,10.0,Mailed Check,Yes,158600.0,83.0,"(0.051, 95.9]"
5586,54,9,No,91.59,40,Salary,Human Resources,Male,Married,6,5.0,Mailed Check,Yes,330507.2,71.0,"(0.051, 95.9]"
5587,47,7,No,73.31,40,Salary,Research,Male,Single,7,21.0,Mailed Check,Yes,152484.8,77.0,"(0.051, 95.9]"
5588,59,9,No,85.59,40,Salary,Information Technology,Male,Married,6,19.0,Mailed Check,Yes,178027.2,30.0,"(0.051, 95.9]"
5589,29,3,No,25.28,40,Salary,Human Resources,Female,Divorced,1,19.0,Mailed Check,Yes,52582.4,36.0,"(0.051, 95.9]"
5590,21,1,Yes,21.8,40,Salary,Information Technology,Male,Single,2,15.0,Direct Deposit,Yes,45344.0,44.0,"(0.051, 95.9]"
5591,45,12,Yes,34.81,40,Salary,Healthcare,Male,Single,4,21.0,Mailed Check,Yes,72404.8,23.0,"(0.051, 95.9]"
5592,41,2,No,74.06,40,Salary,Human Resources,Female,Divorced,3,15.0,Mailed Check,Yes,154044.8,28.0,"(0.051, 95.9]"
5593,34,10,Yes,23.67,40,Salary,Information Technology,Female,Divorced,2,10.0,Direct Deposit,Yes,49233.6,82.0,"(0.051, 95.9]"
5594,42,2,Yes,38.83,40,Salary,Information Technology,Female,Married,4,14.0,Mailed Check,Yes,80766.4,58.0,"(0.051, 95.9]"
5595,37,6,No,42.04,40,Salary,Sales,Male,Divorced,4,25.0,Mailed Check,Yes,87443.2,42.0,"(0.051, 95.9]"
5596,41,5,No,32.26,40,Salary,Laboratory,Male,Single,9,16.0,Mailed Check,Yes,67100.8,42.0,"(0.051, 95.9]"
5597,55,12,No,52.68,40,Salary,Information Technology,Female,Divorced,2,19.0,Direct Deposit,Yes,109574.4,7.0,"(0.051, 95.9]"
5598,49,15,Yes,58.86,40,Salary,Sales,Male,Divorced,4,7.0,Mailed Check,Yes,122428.8,31.0,"(0.051, 95.9]"
5599,51,12,No,53.63,40,Salary,Laboratory,Male,Divorced,4,15.0,Mailed Check,Yes,111550.4,1.0,"(0.051, 95.9]"
5600,43,6,No,34.8,40,Salary,Sales,Female,Married,9,19.0,Mailed Check,Yes,72384.0,14.0,"(0.051, 95.9]"
5601,24,1,Yes,21.01,40,Salary,Laboratory,Female,Married,2,5.0,Mailed Check,Yes,43700.8,96.0,"(95.9, 190.8]"
5602,37,10,No,26.26,40,Salary,Research,Female,Divorced,4,15.0,Mailed Check,Yes,54620.8,11.0,"(0.051, 95.9]"
5603,47,18,No,93.53,40,Salary,Manufacturing,Male,Divorced,8,15.0,Mailed Check,Yes,334542.4,1.0,"(0.051, 95.9]"
5604,36,8,No,61.23,40,Salary,Sales,Female,Divorced,5,15.0,Direct Deposit,Yes,127358.4,56.0,"(0.051, 95.9]"
5605,40,8,Yes,30.07,40,Salary,Human Resources,Male,Divorced,2,17.0,Mailed Check,Yes,62545.6,87.0,"(0.051, 95.9]"
5606,57,8,Yes,95.22,40,Salary,Research,Prefer Not to Answer,Married,9,24.0,Mailed Check,Yes,338057.6,15.0,"(0.051, 95.9]"
5607,54,17,No,55.15,40,Salary,Human Resources,Female,Married,3,23.0,Mailed Check,Yes,114712.0,92.0,"(0.051, 95.9]"
5608,37,7,No,26.09,40,Salary,Sales,Female,Single,6,7.0,Mailed Check,Yes,54267.2,69.0,"(0.051, 95.9]"
5609,36,5,Yes,28.04,40,Salary,Sales,Female,Divorced,3,14.0,Mailed Check,Yes,37523.2,21.0,"(0.051, 95.9]"
5610,55,5,No,68.76,40,Salary,Marketing,Female,Single,7,24.0,Mailed Check,Yes,143020.8,92.0,"(0.051, 95.9]"
5611,27,5,No,21.34,40,Salary,Sales,Male,Married,1,24.0,Direct Deposit,Yes,44387.2,42.0,"(0.051, 95.9]"
5612,28,2,No,24.55,40,Salary,Research,Female,Divorced,3,21.0,Mailed Check,Yes,51064.0,81.0,"(0.051, 95.9]"
5613,53,17,Yes,73.69,40,Salary,Research,Female,Divorced,6,25.0,Direct Deposit,Yes,153275.2,33.0,"(0.051, 95.9]"
5614,43,5,No,88.33,40,Salary,Human Resources,Male,Single,2,12.0,Mailed Check,Yes,283435.2,29.0,"(0.051, 95.9]"
5615,46,6,No,34.21,40,Salary,Sales,Female,Single,8,12.0,Mailed Check,Yes,71156.8,71.0,"(0.051, 95.9]"
5616,47,8,No,54.22,40,Salary,Healthcare,Male,Divorced,2,22.0,Mailed Check,Yes,112777.6,27.0,"(0.051, 95.9]"
5617,40,7,Yes,27.28,40,Salary,Information Technology,Male,Divorced,1,18.0,Mailed Check,Yes,56742.4,26.0,"(0.051, 95.9]"
5618,41,2,No,44.55,40,Salary,Sales,Male,Divorced,3,6.0,Direct Deposit,Yes,92664.0,51.0,"(0.051, 95.9]"
5619,52,10,No,38.0,40,Salary,Sales,Female,Divorced,2,8.0,Mailed Check,Yes,79040.0,25.0,"(0.051, 95.9]"
5620,59,11,No,36.3,40,Salary,Healthcare,Male,Single,2,24.0,Mailed Check,Yes,75504.0,65.0,"(0.051, 95.9]"
5621,28,2,Yes,25.4,40,Salary,Information Technology,Male,Married,2,22.0,Mailed Check,Yes,52832.0,42.0,"(0.051, 95.9]"
5622,59,9,Yes,54.23,40,Salary,Human Resources,Male,Single,2,20.0,Mailed Check,Yes,112798.4,78.0,"(0.051, 95.9]"
5623,39,5,No,84.13,40,Salary,Manufacturing,Female,Married,6,15.0,Mailed Check,Yes,174990.4,37.0,"(0.051, 95.9]"
5624,34,1,No,30.34,40,Salary,Information Technology,Female,Married,2,9.0,Direct Deposit,Yes,63107.2,33.0,"(0.051, 95.9]"
5625,40,5,Yes,27.71,40,Salary,Laboratory,Female,Married,5,9.0,Mailed Check,Yes,57636.8,7.0,"(0.051, 95.9]"
5626,53,9,Yes,38.7,40,Salary,Human Resources,Male,Single,3,6.0,Mailed Check,Yes,80496.0,3.0,"(0.051, 95.9]"
5627,37,7,No,92.51,40,Salary,Manufacturing,Female,Single,6,19.0,Mailed Check,Yes,332420.8,12.0,"(0.051, 95.9]"
5628,47,11,No,33.89,40,Salary,Sales,Male,Single,8,7.0,Mailed Check,Yes,70491.2,23.0,"(0.051, 95.9]"
5629,56,19,No,82.44,40,Salary,Laboratory,Male,Married,3,7.0,Mailed Check,Yes,171475.2,97.0,"(95.9, 190.8]"
5630,47,12,Yes,83.53,40,Salary,Human Resources,Female,Single,4,6.0,Mailed Check,Yes,173742.4,75.0,"(0.051, 95.9]"
5631,29,4,Yes,24.78,40,Salary,Marketing,Male,Divorced,1,5.0,Mailed Check,Yes,51542.4,92.0,"(0.051, 95.9]"
5632,36,6,No,32.74,40,Salary,Manufacturing,Female,Divorced,2,13.0,Mailed Check,Yes,68099.2,68.0,"(0.051, 95.9]"
5633,60,20,No,54.17,40,Salary,Research,Male,Single,4,17.0,Mailed Check,Yes,112673.6,77.0,"(0.051, 95.9]"
5634,53,8,Yes,31.74,40,Salary,Research,Male,Married,6,15.0,Mailed Check,Yes,66033.2,88.0,"(0.051, 95.9]"
5635,50,8,Yes,76.2,40,Salary,Research,Female,Divorced,6,7.0,Mailed Check,Yes,158496.0,81.0,"(0.051, 95.9]"
5636,49,18,Yes,41.39,40,Salary,Manufacturing,Male,Married,4,24.0,Mailed Check,Yes,86091.2,42.0,"(0.051, 95.9]"
